,Extra service,Maximum Room Occupancy,Number of Rooms of Type,Room Name,Room Size,exampleDAPDollar,exampleDAPPercentage,exampleRADDollar,exampleRADPercentage,extraServiceFeesAmount,home,iD,maximumDAP,maximumRAD,rADExceedsThresholdApproved,serviceID,serviceSubType,suburb
2593,N,1,11,Single bedroom shared bathroom,14,34.41,50.0,200000.0,50.0,0.0,Eldercare Kirkholme,1-E6-1632,68.82,400000.0,No,1-EP-3366,Single room + no bathroom or ensuite,GOODWOOD
2594,N,2,5,Double room - shared bathroom,23-24,21.51,50.0,125000.0,50.0,0.0,Eldercare Oxford,1-E6-1707,43.01,250000.0,No,1-EP-5346,Shared room + no bathroom or ensuite,HOVE
2595,N,1,12,Single room with ensuite,15-18,43.02,50.0,250000.0,50.0,0.0,Eldercare Oxford,1-E6-1707,86.03,500000.0,No,1-EP-5346,Single room + ensuite,HOVE
2596,N,2,7,Double room with ensuite,23-24,25.81,50.0,150000.0,50.0,0.0,Eldercare Oxford,1-E6-1707,51.62,300000.0,No,1-EP-5346,Shared room + ensuite,HOVE
2597,N,1,6,Single room - shared bathroom,15-18,34.41,50.0,200000.0,50.0,0.0,Eldercare Oxford,1-E6-1707,68.82,400000.0,No,1-EP-5346,Single room + no bathroom or ensuite,HOVE
2598,N,1,51,Single room with ensuite,20,32.26,50.0,187500.0,50.0,0.0,Eldercare Sash Ferguson,1-E6-1592,64.52,375000.0,No,1-EP-2258,Single room + ensuite,MOUNT BARKER
2599,N,2,1,Double room with ensuite,28,25.81,50.0,150000.0,50.0,0.0,Eldercare Sash Ferguson,1-E6-1592,51.62,300000.0,No,1-EP-2258,Shared room + ensuite,MOUNT BARKER
2600,N,2,1,Double room with ensuite,28,25.81,50.0,150000.0,50.0,0.0,Eldercare Seaford,1-E6-2244,51.62,300000.0,No,1-EP-6332,Shared room + ensuite,SEAFORD
2601,Y,1,98,Standard room with ensuite,18,47.32,50.0,275000.0,50.0,15.0,Eldercare The Lodge,1-E6-1634,94.63,550000.0,No,1-EP-1249,Single room + ensuite,WAYVILLE
2602,Y,1,,Premium room with ensuite,18,60.22,50.0,350000.0,50.0,15.0,Eldercare The Lodge,1-E6-1634,120.44,700000.0,Yes,1-EP-1249,Single room + ensuite,WAYVILLE
2603,Y,1,,Premium room with ensuite,18,60.22,50.0,350000.0,50.0,15.0,Eldercare The Village,1-E6-1583,120.44,700000.0,Yes,1-EP-6331,Single room + ensuite,MAITLAND
2604,N,1,34,Single room with ensuite,16,32.26,50.0,187500.0,50.0,0.0,Eldercare Trowbridge House,1-E6-1584,64.52,375000.0,No,1-EP-5344,Single room + ensuite,PAYNEHAM SOUTH
2605,N,1,30,Single room - shared bathroom,16,23.66,50.0,137500.0,50.0,0.0,Eldercare Trowbridge House,1-E6-1584,47.32,275000.0,No,1-EP-5344,Single room + shared bathroom,PAYNEHAM SOUTH
2606,N,1,30,Single room - shared bathroom,16,23.66,50.0,137500.0,50.0,0.0,Elderly Chinese Home,1-E6-791,47.32,275000.0,No,1-EP-2178,Single room + shared bathroom,PARKVILLE
2607,N,1,30,Single room - shared bathroom,16,23.66,50.0,137500.0,50.0,0.0,Elizabeth Gardens Hostel,1-AU-22,47.32,275000.0,No,1-B5-496,Single room + shared bathroom,BURWOOD
2608,N,2,0,Heritage,20.1,25.81,50.0,150000.0,50.0,,Elizabeth Gardens Nursing Home,1-AU-132,51.62,300000.0,No,1-B5-494,Shared room + shared bathroom,BURWOOD
2609,N,1,0,Classic,15.4,38.71,50.0,225000.0,50.0,,Elizabeth Gardens Nursing Home,1-AU-132,77.42,450000.0,No,1-B5-494,Single room + shared bathroom,BURWOOD
2610,N,1,1,"Dementia, single rm + ensuite",Approximately 17m2,31.92,50.0,185500.0,50.0,0.0,Elizabeth Gates Nursing Home,1-241C85,63.83,371000.0,,1-24213O,Single room + ensuite,SINGLETON HEIGHTS
2611,N,1,1,Single room + private ensuite,Approximately 17m2,31.92,50.0,185500.0,50.0,0.0,Elizabeth Gates Nursing Home,1-241C85,63.83,371000.0,,1-24213O,Single room + ensuite,SINGLETON HEIGHTS
2612,N,1,1,"Dementia, single rm + ensuite",Approximately 17m2,31.92,50.0,185500.0,50.0,0.0,Elizabeth Gates Nursing Home / Alroy House Hostel,1-241C85,63.83,371000.0,,1-24213O,Single room + ensuite,SINGLETON HEIGHTS
2613,N,1,1,Single room + private ensuite,Approximately 17m2,31.92,50.0,185500.0,50.0,0.0,Elizabeth Gates Nursing Home / Alroy House Hostel,1-241C85,63.83,371000.0,,1-24213O,Single room + ensuite,SINGLETON HEIGHTS
2614,Y,1,16,CATEGORY 2: ES Upper level,16.5sqm approx,60.22,50.0,350000.0,50.0,30.0,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,120.44,700000.0,Yes,1-EP-2326,Single room + ensuite,COLLAROY
2615,N,1,19,CATEGORY 2: Corner rooms,16.5sqm approx,64.52,50.0,375000.0,50.0,0.0,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,129.04,750000.0,Yes,1-EP-2326,Single room + ensuite,COLLAROY
2616,N,1,3,CATEGORY 1: Ocean view corner,16.5sqm approx,73.13,50.0,425000.0,50.0,0.0,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,146.25,850000.0,Yes,1-EP-2326,Single room + ensuite,COLLAROY
2617,Y,2,2,CATEGORY 5: ES shared room,16.5sqm approx per resident in interconnected room,38.71,50.0,225000.0,50.0,19.0,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,77.42,450000.0,No,1-EP-2326,Shared room + ensuite,COLLAROY
2618,N,1,40,CATEGORY 4: Standard room,16.5sqm approx,47.32,50.0,275000.0,50.0,,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,94.63,550000.0,No,1-EP-2326,Single room + ensuite,COLLAROY
2619,N,1,40,CATEGORY 3: Outward facing,16.5sqm approx,55.92,50.0,325000.0,50.0,0.0,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,111.84,650000.0,Yes,1-EP-2326,Single room + ensuite,COLLAROY
2620,N,2,6,CATEGORY 5: Shared room,16.5sqm approx per resident in interconnected room,38.71,50.0,225000.0,50.0,0.0,Elizabeth Jenkins Place Aged Care Plus Centre,1-E6-309,77.42,450000.0,,1-EP-2326,Shared room + ensuite,COLLAROY
2621,N,1,4,D - Suites on Levels 8 & 9,41.1 m2 (incl ensuite),85.77,50.0,498500.0,50.0,0.0,Elizabeth Lodge (Rushcutters Bay),1-E6-351,171.54,997000.0,Yes,1-EP-3210,Single room + ensuite,RUSHCUTTERS BAY
2622,N,1,107,A - Standard rooms,Minimum of 19 m2 (incl ensuite),59.96,50.0,348500.0,50.0,0.0,Elizabeth Lodge (Rushcutters Bay),1-E6-351,119.92,697000.0,Yes,1-EP-3210,Single room + ensuite,RUSHCUTTERS BAY
2623,N,1,3,B - Larger rooms,23.5 m2 (incl ensuite),64.52,50.0,375000.0,50.0,0.0,Elizabeth Lodge (Rushcutters Bay),1-E6-351,129.04,750000.0,Yes,1-EP-3210,Single room + ensuite,RUSHCUTTERS BAY
2624,N,1,2,C - Suites on Levels 5 & 6,43.3 m2 (incl ensuite),77.43,50.0,450000.0,50.0,0.0,Elizabeth Lodge (Rushcutters Bay),1-E6-351,154.85,900000.0,Yes,1-EP-3210,Single room + ensuite,RUSHCUTTERS BAY
2625,N,1,41,Standard Suite with Ensuite,14-20m2,38.71,50.0,225000.0,50.0,20.0,Elly Kay,1-AU-62,77.42,450000.0,,1-BZROGA,Single room + ensuite,MORDIALLOC
2626,Y,1,44,Premium Suite,14-20m2,47.32,50.0,275000.0,50.0,20.0,Elly Kay,1-AU-62,94.63,550000.0,Yes,1-BZROGA,Single room + ensuite,MORDIALLOC
2627,Y,1,44,Premium Suite,14-20m2,47.32,50.0,275000.0,50.0,20.0,Elm Mount Martha Valley,1-E6-2484,94.63,550000.0,Yes,1-EP-755,Single room + ensuite,SAFETY BEACH
2628,N,1,0,Premium,16,47.32,50.0,275000.0,50.0,0.0,Elouera Aged Care Centre,1-E6-846,94.63,550000.0,No,1-EP-6125,Single room + ensuite,TORQUAY
2629,N,1,0,Standard,12,26.67,50.0,155000.0,50.0,0.0,Elouera Aged Care Centre,1-E6-846,53.34,310000.0,No,1-EP-6125,Single room + ensuite,TORQUAY
2630,N,1,38,Deluxe,14,31.83,50.0,185000.0,50.0,0.0,Elouera Aged Care Centre,1-E6-846,63.66,370000.0,No,1-EP-6125,Single room + ensuite,TORQUAY
2631,N,1,0,Single Room - Ground & Level 2,19 (m2) minimum,30.11,50.0,175000.0,50.0,,Eloura,1-E6-628,60.22,350000.0,No,1-EP-893,Single room + ensuite,QUIRINDI
2632,N,1,0,Special Needs,16.2 (m2) minimum,21.51,50.0,125000.0,50.0,,Eloura,1-E6-628,43.01,250000.0,No,1-EP-893,Single room + ensuite,QUIRINDI
2633,N,2,0,Shared Room,18.8 (m2) minimum,15.49,50.0,90000.0,50.0,,Eloura,1-E6-628,30.97,180000.0,No,1-EP-893,Shared room + ensuite,QUIRINDI
2634,Y,1,15,Happiness Freedom Room,Minimum room size is 16 m2 but room sizes do vary.,47.32,50.0,275000.0,50.0,13.0,Embracia in Reservoir,1-E6-1019,94.63,550000.0,No,1-EP-3076,Single room + ensuite,RESERVOIR
2635,Y,1,3,Happiness Room,Minimum room size is 16 m2 but room sizes do vary.,44.74,50.0,260000.0,50.0,10.0,Embracia in Reservoir,1-E6-1019,89.47,520000.0,No,1-EP-3076,Single room + ensuite,RESERVOIR
2636,N,1,37,Reservoir Room,Minimum room size is 16 m2 but room sizes do vary.,44.74,50.0,260000.0,50.0,0.0,Embracia in Reservoir,1-E6-1019,89.47,520000.0,No,1-EP-3076,Single room + ensuite,RESERVOIR
2637,N,1,40,Reservoir Freedom Room,Minimum room size is 16 m2 but room sizes do vary.,47.32,50.0,275000.0,50.0,0.0,Embracia in Reservoir,1-E6-1019,94.63,550000.0,No,1-EP-3076,Single room + ensuite,RESERVOIR
2638,N,1,0,Garden View,21,43.02,50.0,250000.0,50.0,,Emerald Terrace Aged Care,1-E6-2237,86.03,500000.0,No,1-EP-4086,Single room + ensuite,TEMPLESTOWE
2639,N,1,0,Court Yard View,21,43.02,50.0,250000.0,50.0,,Emerald Terrace Aged Care,1-E6-2237,86.03,500000.0,No,1-EP-4086,Single room + ensuite,TEMPLESTOWE
2640,N,1,0,Court Yard View,21,43.02,50.0,250000.0,50.0,,Emmaus,1-E6-2115,86.03,500000.0,No,1-EP-381,Single room + ensuite,PORT MACQUARIE
2641,N,1,52,Standard,26,35.27,50.0,205000.0,50.0,0.0,Emmaus Village,1-E6-194,70.54,410000.0,Pending Approval,1-EP-986,Single room + ensuite,KEMPS CREEK
2642,N,1,12,Dementia-Specific,26,36.99,50.0,215000.0,50.0,0.0,Emmaus Village,1-E6-194,73.98,430000.0,Pending Approval,1-EP-986,Single room + ensuite,KEMPS CREEK
2643,N,1,0,Deluxe,12 to 18,34.41,50.0,200000.0,50.0,,Emmavale Gardens,1-E6-1010,68.82,400000.0,No,1-EP-4188,Single room + ensuite,TEMPLESTOWE LOWER
2644,N,1,,Deluxe Plus,12 to 18,47.32,50.0,275000.0,50.0,0.0,Emmavale Gardens,1-E6-1010,94.63,550000.0,Pending Approval,1-EP-4188,Single room + ensuite,TEMPLESTOWE LOWER
2645,N,1,,Deluxe Plus,12 to 18,47.32,50.0,275000.0,50.0,0.0,Emmerton Park Aged Care Facility,1-E6-1927,94.63,550000.0,Pending Approval,1-EP-4282,Single room + ensuite,SMITHTON
2646,N,1,34,Low Dependency - Deluxe Single,2--24(m2),61.08,50.0,355000.0,50.0,,Emmy Monash Aged Care,1-E6-739,122.16,710000.0,Yes,1-EP-4318,Single room + ensuite,CAULFIELD NORTH
2647,N,1,15,Memory Support Deluxe Single,20-24 (m2),61.08,50.0,355000.0,50.0,,Emmy Monash Aged Care,1-E6-739,122.16,710000.0,Yes,1-EP-4318,Single room + ensuite,CAULFIELD NORTH
2648,Y,1,19,Extra Services Classic Single,20-24m2,47.75,50.0,277500.0,50.0,75.0,Emmy Monash Aged Care,1-E6-739,95.49,555000.0,No,1-EP-4318,Single room + ensuite,CAULFIELD NORTH
2649,N,1,19,Standard Single High Dep.,18-20 (m2),47.75,50.0,277500.0,50.0,,Emmy Monash Aged Care,1-E6-739,95.49,555000.0,No,1-EP-4318,Single room + ensuite,CAULFIELD NORTH
2650,N,1,4,Deluxe Double high Dep.,25-29 (m2),69.68,50.0,405000.0,50.0,,Emmy Monash Aged Care,1-E6-739,139.36,810000.0,Yes,1-EP-4318,Single room + ensuite,CAULFIELD NORTH
2651,N,1,11,Classic Room,16.92,21.51,50.0,125000.0,50.0,,Ern Vine Village,1-E6-154,43.01,250000.0,Pending Approval,1-EP-7230,Single room + ensuite,BANKSTOWN
2652,N,1,33,Garden Room,16.92M2,25.81,50.0,150000.0,50.0,0.0,Ern Vine Village,1-E6-154,51.62,300000.0,,1-EP-7230,Single room + ensuite,BANKSTOWN
2653,N,1,1,Garden Unit,33.84m2,30.11,50.0,175000.0,50.0,0.0,Ern Vine Village,1-E6-154,60.22,350000.0,,1-EP-7230,Single room + ensuite,BANKSTOWN
2654,N,2,1,Hostel Shared room,3.2m x 4.0m or 12.8m2,18.93,50.0,110000.0,50.0,,Esperance Aged Care Facility,1-E6-1857,37.85,220000.0,No,1-EP-4283,Shared room + shared bathroom,ESPERANCE
2655,N,1,50,Nursing Home section,Rooms are 3.6m x 3.6m or 12.96m2,18.93,50.0,110000.0,50.0,,Esperance Aged Care Facility,1-E6-1857,37.85,220000.0,No,1-EP-4283,Single room + ensuite,ESPERANCE
2656,N,1,32,Hostel section,Room is 3.1m x 4.5m or 13.95m2,18.93,50.0,110000.0,50.0,,Esperance Aged Care Facility,1-E6-1857,37.85,220000.0,No,1-EP-4283,Single room + ensuite,ESPERANCE
2657,N,1,32,Hostel section,Room is 3.1m x 4.5m or 13.95m2,18.93,50.0,110000.0,50.0,,Esperance Multipurpose Health Centre,1-E6-1942,37.85,220000.0,No,1-EP-2350,Single room + ensuite,DOVER
2658,N,1,32,Hostel section,Room is 3.1m x 4.5m or 13.95m2,18.93,50.0,110000.0,50.0,,Esperance Multipurpose Health Centre,1-E6-1942,37.85,220000.0,No,1-EP-2350,Single room + ensuite,DOVER
2659,N,1,1,Deluxe,13,32.26,50.0,187500.0,50.0,0.0,Essendon Aged Care,1-AU-119,64.52,375000.0,No,1-B5-111,Single room + ensuite,ESSENDON
2660,N,1,1,Standard,11,27.53,50.0,160000.0,50.0,0.0,Essendon Aged Care,1-AU-119,55.06,320000.0,No,1-B5-111,Single room + no bathroom or ensuite,ESSENDON
2661,N,2,1,Deluxe Twin,19 to 32,23.66,50.0,137500.0,50.0,0.0,Essendon Aged Care,1-AU-119,47.32,275000.0,No,1-B5-111,Shared room + ensuite,ESSENDON
2662,N,2,1,Standard Twin,19 to 39,19.36,50.0,112500.0,50.0,0.0,Essendon Aged Care,1-AU-119,38.71,225000.0,No,1-B5-111,Shared room + no bathroom or ensuite,ESSENDON
2663,N,3,1,Standard Share,26,0.0,50.0,0.0,50.0,0.0,Essendon Aged Care,1-AU-119,0.0,0.0,No,1-B5-111,Shared room + no bathroom or ensuite,ESSENDON
2664,N,2,1,Share with private ensuite,19 to 32,0.0,50.0,0.0,50.0,0.0,Essendon Aged Care,1-AU-119,0.0,0.0,,1-B5-111,Shared room + ensuite,ESSENDON
2665,N,1,67,Single room + single ensuite,Approximately 22-23 sqm,25.38,50.0,147500.0,50.0,0.0,Estia Health Aberfoyle Park,1-E6-1623,50.76,295000.0,No,1-EP-2858,Single room + ensuite,ABERFOYLE PARK
2666,N,2,20,Single room + shared bathroom,approximately 14 sqm,21.08,50.0,122500.0,50.0,0.0,Estia Health Aberfoyle Park,1-E6-1623,42.15,245000.0,No,1-EP-2858,Shared room + shared bathroom,ABERFOYLE PARK
2667,N,2,10,Shared room + shared bathroom,approximately 22-23 sqm,21.08,50.0,122500.0,50.0,0.0,Estia Health Aberfoyle Park,1-E6-1623,42.15,245000.0,,1-EP-2858,Shared room + shared bathroom,ABERFOYLE PARK
2668,N,1,9,Single room + single ensuite,Approx. 17.91 sqm,30.11,50.0,175000.0,50.0,0.0,Estia Health Albany Creek,1-E6-1462,60.22,350000.0,No,1-EP-6872,Single room + ensuite,ALBANY CREEK
2669,N,1,2,Shared room + shared ensuite,Approx. 21.95 sqm,23.66,50.0,137500.0,50.0,0.0,Estia Health Albany Creek,1-E6-1462,47.32,275000.0,No,1-EP-6872,Single room + no bathroom or ensuite,ALBANY CREEK
2670,N,1,9,Single room + shared bathroom,Approx. 9.7 sqm,25.81,50.0,150000.0,50.0,0.0,Estia Health Albany Creek,1-E6-1462,51.62,300000.0,No,1-EP-6872,Single room + shared bathroom,ALBANY CREEK
2671,N,2,51,Shared room + shared bathroom,Approx. 18 sqm,21.51,50.0,125000.0,50.0,0.0,Estia Health Albany Creek,1-E6-1462,43.01,250000.0,No,1-EP-6872,Shared room + shared bathroom,ALBANY CREEK
2672,N,2,51,Shared room + shared bathroom,Approx. 18 sqm,21.51,50.0,125000.0,50.0,0.0,Estia Health Albury,1-E6-2279,43.01,250000.0,No,1-EP-2840,Shared room + shared bathroom,THURGOONA
2673,N,2,6,Shared room + ensuite,31-40 m2,19.36,50.0,112500.0,50.0,0.0,Estia Health Altona Meadows,1-E6-1083,38.71,225000.0,No,1-EP-5822,Shared room + shared bathroom,ALTONA MEADOWS
2674,N,1,66,Single room + ensuite,18-24 m2,25.38,50.0,147500.0,50.0,0.0,Estia Health Altona Meadows,1-E6-1083,50.76,295000.0,No,1-EP-5822,Single room + ensuite,ALTONA MEADOWS
2675,N,1,6,Single room + shared ensuite,18-24 m2,25.38,50.0,147500.0,50.0,0.0,Estia Health Altona Meadows,1-E6-1083,50.76,295000.0,,1-EP-5822,Single room + ensuite,ALTONA MEADOWS
2676,N,1,4,single room + shared bathroom,18-24 m2,25.38,50.0,147500.0,50.0,0.0,Estia Health Altona Meadows,1-E6-1083,50.76,295000.0,,1-EP-5822,Single room + shared bathroom,ALTONA MEADOWS
2677,N,1,15,Single room + ensuite,22-24 m2,25.38,50.0,147500.0,50.0,0.0,Estia Health Ardeer,1-E6-1081,50.76,295000.0,No,1-EP-2833,Single room + ensuite,ARDEER
2678,N,2,32,Shared room + shared bathroom,31-36 m2,19.36,50.0,112500.0,50.0,0.0,Estia Health Ardeer,1-E6-1081,38.71,225000.0,No,1-EP-2833,Shared room + shared bathroom,ARDEER
2679,N,1,8,Single room + shared bathroom,18-20 m2,23.66,50.0,137500.0,50.0,0.0,Estia Health Ardeer,1-E6-1081,47.32,275000.0,,1-EP-2833,Single room + shared bathroom,ARDEER
2680,N,1,8,Single room + shared bathroom,18-20 m2,23.66,50.0,137500.0,50.0,0.0,Estia Health Bentleigh,1-E6-844,47.32,275000.0,,1-EP-1766,Single room + shared bathroom,BENTLEIGH
2681,N,1,8,Single room + shared bathroom,18-20 m2,23.66,50.0,137500.0,50.0,0.0,Estia Health Burton,1-E6-2110,47.32,275000.0,,1-EP-7084,Single room + shared bathroom,BURTON
2682,N,1,8,Single room + shared bathroom,18-20 m2,23.66,50.0,137500.0,50.0,0.0,Estia Health Coolaroo,1-E6-1011,47.32,275000.0,,1-EP-754,Single room + shared bathroom,COOLAROO
2683,N,1,8,Single room + shared bathroom,18-20 m2,23.66,50.0,137500.0,50.0,0.0,Estia Health Craigmore,1-E6-1706,47.32,275000.0,,1-EP-7066,Single room + shared bathroom,CRAIGMORE
2684,N,1,95,Single room + ensuite,18 - 20 m2,36.56,50.0,212500.0,50.0,0.0,Estia Health Dalmeny,1-E6-2116,73.12,425000.0,No,1-EP-3837,Single room + ensuite,DALMENY
2685,N,2,20,Shared room + ensuite,24 m2,21.51,50.0,125000.0,50.0,0.0,Estia Health Dalmeny,1-E6-2116,43.01,250000.0,No,1-EP-3837,Shared room + shared bathroom,DALMENY
2686,N,2,24,Shared room + shared ensuite,23.5 m2,19.36,50.0,112500.0,50.0,0.0,Estia Health Dandenong,1-E6-1015,38.71,225000.0,No,1-EP-6847,Shared room + shared bathroom,DANDENONG
2687,N,1,20,Single room + ensuite,12 to 15 m2,25.38,50.0,147500.0,50.0,0.0,Estia Health Dandenong,1-E6-1015,50.76,295000.0,No,1-EP-6847,Single room + ensuite,DANDENONG
2688,N,1,16,Single room + shared ensuite,12 - 15 m2,25.38,50.0,147500.0,50.0,0.0,Estia Health Dandenong,1-E6-1015,50.76,295000.0,,1-EP-6847,Single room + shared bathroom,DANDENONG
2689,N,1,55,Single room + ensuite,18 - 20 m2,34.41,50.0,200000.0,50.0,0.0,Estia Health Daw Park,1-E6-1676,68.82,400000.0,No,1-EP-730,Single room + ensuite,DAW PARK
2690,N,1,25,Single room + ensuite,30 m2,38.71,50.0,225000.0,50.0,0.0,Estia Health Daw Park,1-E6-1676,77.42,450000.0,,1-EP-730,Single room + ensuite,DAW PARK
2691,N,1,55,Single room + ensuite,19.5,35.7,50.0,207500.0,50.0,0.0,Estia Health Encounter Bay,1-E6-1639,71.4,415000.0,No,1-EP-3818,Single room + ensuite,ENCOUNTER BAY
2692,N,1,66,Single room + ensuite,18,30.11,50.0,175000.0,50.0,0.0,Estia Health Encounter Bay,1-E6-1639,60.22,350000.0,No,1-EP-3818,Single room + ensuite,ENCOUNTER BAY
2693,N,1,4,Single room + ensuite,30 m2,81.73,50.0,475000.0,50.0,0.0,Estia Health Epping - The Poplars,1-E6-472,163.45,950000.0,Yes,1-EP-4803,Single room + ensuite,EPPING
2694,N,1,59,Single room + ensuite,22 m2,55.06,50.0,320000.0,50.0,0.0,Estia Health Epping - The Poplars,1-E6-472,110.12,640000.0,Yes,1-EP-4803,Single room + ensuite,EPPING
2695,N,1,29,Single room + ensuite,22 m2,64.52,50.0,375000.0,50.0,0.0,Estia Health Epping - The Poplars,1-E6-472,129.04,750000.0,Yes,1-EP-4803,Single room + ensuite,EPPING
2696,N,1,11,Single room + ensuite,25 m2,73.13,50.0,425000.0,50.0,0.0,Estia Health Epping - The Poplars,1-E6-472,146.25,850000.0,Yes,1-EP-4803,Single room + ensuite,EPPING
2697,N,1,11,Single room + ensuite,25 m2,73.13,50.0,425000.0,50.0,0.0,Estia Health Flagstaff Hill,1-E6-1641,146.25,850000.0,Yes,1-EP-1790,Single room + ensuite,FLAGSTAFF HILL
2698,N,1,11,Single room + ensuite,25 m2,73.13,50.0,425000.0,50.0,0.0,Estia Health Forster,1-4907ZC,146.25,850000.0,Yes,1-6R8JGM,Single room + ensuite,FORSTER
2699,N,1,11,Single room + ensuite,25 m2,73.13,50.0,425000.0,50.0,0.0,Estia Health Golden Grove,1-E6-1682,146.25,850000.0,Yes,1-EP-7063,Single room + ensuite,GOLDEN GROVE
2700,N,2,12,Shared room + shared ensuite,24.75 m2,21.51,50.0,125000.0,50.0,0.0,Estia Health Grovedale,1-E6-1061,43.01,250000.0,No,1-EP-732,Shared room + ensuite,GROVEDALE
2701,N,1,108,Single room + ensuite,15.51 m2,33.98,50.0,197500.0,50.0,0.0,Estia Health Grovedale,1-E6-1061,67.96,395000.0,No,1-EP-732,Single room + ensuite,GROVEDALE
2702,N,1,108,Single room + ensuite,15.51 m2,33.98,50.0,197500.0,50.0,0.0,Estia Health Heidelberg West,1-E6-1021,67.96,395000.0,No,1-EP-2834,Single room + ensuite,HEIDELBERG WEST
2703,N,1,52,Single room + single ensuite,Approximately 15-26 sqm,25.38,50.0,147500.0,50.0,0.0,Estia Health Kadina,1-E6-1530,50.76,295000.0,No,1-EP-1761,Single room + ensuite,KADINA
2704,N,1,4,Single room + shared bathroom,Approximately 10-11 sqm,25.38,50.0,147500.0,50.0,0.0,Estia Health Kadina,1-E6-1530,50.76,295000.0,,1-EP-1761,Single room + shared bathroom,KADINA
2705,N,1,4,Single room + shared bathroom,Approximately 10-11 sqm,25.38,50.0,147500.0,50.0,0.0,Estia Health Kensington Gardens,1-E6-1670,50.76,295000.0,,1-EP-733,Single room + shared bathroom,KENSINGTON GARDENS
2706,N,1,56,Single Room + private ensuite,15-18 sqm,30.11,50.0,175000.0,50.0,0.0,Estia Health Keysborough,1-3HRG0K,60.22,350000.0,No,1-6R97D6,Single room + ensuite,KEYSBOROUGH
2707,N,2,4,shared room + shared ensuite,18 sqm,25.81,50.0,150000.0,50.0,0.0,Estia Health Keysborough,1-3HRG0K,51.62,300000.0,,1-6R97D6,Shared room + ensuite,KEYSBOROUGH
2708,N,2,4,shared room + shared ensuite,18 sqm,25.81,50.0,150000.0,50.0,0.0,Estia Health Leopold,1-E6-890,51.62,300000.0,,1-EP-7061,Shared room + ensuite,LEOPOLD
2709,N,2,4,shared room + shared ensuite,18 sqm,25.81,50.0,150000.0,50.0,0.0,Estia Health Lockleys,1-E6-2436,51.62,300000.0,,1-EP-727,Shared room + ensuite,LOCKLEYS
2710,N,1,76,Single room + ensuite,18 m2,64.52,50.0,375000.0,50.0,,Estia Health Manly Vale,1-E6-508,129.04,750000.0,No,1-EP-3838,Single room + ensuite,MANLY VALE
2711,N,1,6,Single room + ensuite,18-28 m2,73.13,50.0,425000.0,50.0,,Estia Health Manly Vale,1-E6-508,146.25,850000.0,No,1-EP-3838,Single room + ensuite,MANLY VALE
2712,N,1,6,Single room + ensuite,18-28 m2,73.13,50.0,425000.0,50.0,,Estia Health Melton South,1-E6-1032,146.25,850000.0,No,1-EP-1792,Single room + ensuite,MELTON SOUTH
2713,N,1,3,Single room + ensuite,13-14 m2,25.81,50.0,150000.0,50.0,0.0,Estia Health Mona Vale,1-E6-698,51.62,300000.0,No,1-EP-6869,Single room + ensuite,MONA VALE
2714,N,1,10,Single room + shared bathroom,7-13 m2,21.51,50.0,125000.0,50.0,0.0,Estia Health Mona Vale,1-E6-698,43.01,250000.0,No,1-EP-6869,Single room + no bathroom or ensuite,MONA VALE
2715,N,2,36,Shared room + shared bathroom,15-32 m2,17.21,50.0,100000.0,50.0,0.0,Estia Health Mona Vale,1-E6-698,34.41,200000.0,No,1-EP-6869,Shared room + no bathroom or ensuite,MONA VALE
2716,N,1,4,Single room + shared bathroom,15-16 m2,25.81,50.0,150000.0,50.0,0.0,Estia Health Mona Vale,1-E6-698,51.62,300000.0,,1-EP-6869,Single room + no bathroom or ensuite,MONA VALE
2717,N,1,20,Tallai,25 m2,47.32,50.0,275000.0,50.0,0.0,Estia Health Mudgeeraba,1-E6-1519,94.63,550000.0,Yes,1-2PVGHA,Single room + ensuite,MUDGEERABA
2718,N,1,10,Lodge,15,33.98,50.0,197500.0,50.0,0.0,Estia Health Mudgeeraba,1-E6-1519,67.96,395000.0,Yes,1-2PVGHA,Single room + no bathroom or ensuite,MUDGEERABA
2719,N,1,20,Lodge Suite,15 m2,47.32,50.0,275000.0,50.0,0.0,Estia Health Mudgeeraba,1-E6-1519,94.63,550000.0,Yes,1-2PVGHA,Single room + ensuite,MUDGEERABA
2720,N,2,4,Shared room + shared ensuite,Approx. 16 sqm,22.37,50.0,130000.0,50.0,0.0,Estia Health Nambour,1-E6-2366,44.73,260000.0,No,1-EP-3817,Shared room + ensuite,NAMBOUR
2721,N,1,57,Single room + ensuite,Approx. 21 sqm,34.41,50.0,200000.0,50.0,0.0,Estia Health Nambour,1-E6-2366,68.82,400000.0,No,1-EP-3817,Single room + ensuite,NAMBOUR
2722,N,1,14,Single room + ensuite,Appro. 21 sqm,38.71,50.0,225000.0,50.0,0.0,Estia Health Nambour,1-E6-2366,77.42,450000.0,No,1-EP-3817,Single room + ensuite,NAMBOUR
